Code: UUR003 | Rate: 0.0000 | Amt: 0.0 | Step: 60.0 | Date: 20190101
Code: AVK02 | Rate: 1.5500 | Amt: 6.2 | Step: 240.0 | Date: 20120101
Code: AVK02 | Rate: 1.5250 | Amt: 6.1 | Step: 240.0 | Date: 20111123
Code: AVK01 | Rate: 4.6783 | Amt: 28.07 | Step: 360.0 | Date: 20260101
Code: AVK01 | Rate: 4.6000 | Amt: 27.6 | Step: 360.0 | Date: 20250101
Code: AVK01 | Rate: 4.3800 | Amt: 26.28 | Step: 360.0 | Date: 20240101
Code: AVK01 | Rate: 3.8800 | Amt: 23.28 | Step: 360.0 | Date: 20230101
Code: AVK01 | Rate: 3.4367 | Amt: 20.62 | Step: 360.0 | Date: 20220101
Code: AVK01 | Rate: 3.3267 | Amt: 19.96 | Step: 360.0 | Date: 20210101
Code: AVK01 | Rate: 3.2333 | Amt: 19.4 | Step: 360.0 | Date: 20200101
Code: AVK01 | Rate: 3.1250 | Amt: 18.75 | Step: 360.0 | Date: 20190101
Code: AVK01 | Rate: 2.7533 | Amt: 16.52 | Step: 360.0 | Date: 20180101
Code: AVK01 | Rate: 2.7030 | Amt: 16.218 | Step: 360.0 | Date: 20170101
Code: AVK01 | Rate: 2.6433 | Amt: 15.86 | Step: 360.0 | Date: 20160101
Code: AVK01 | Rate: 2.6167 | Amt: 15.7 | Step: 360.0 | Date: 20150101
Code: AVK01 | Rate: 2.5767 | Amt: 15.4602 | Step: 360.0 | Date: 20140101
Code: AVK01 | Rate: 2.5330 | Amt: 15.198 | Step: 360.0 | Date: 20130101
Code: AVK01 | Rate: 2.5000 | Amt: 15.0 | Step: 360.0 | Date: 20120101
Code: AVK01 | Rate: 2.4500 | Amt: 14.7 | Step: 360.0 | Date: 20111123
Code: AKG5 | Rate: 1.2200 | Amt: 7.32 | Step: 360.0 | Date: 20250101
Code: AKG5 | Rate: 1.1733 | Amt: 7.04 | Step: 360.0 | Date: 20240101
Code: AKG5 | Rate: 1.1017 | Amt: 6.61 | Step: 360.0 | Date: 20230101
Code: AKG5 | Rate: 1.0633 | Amt: 6.38 | Step: 360.0 | Date: 20220101
Code: AKG5 | Rate: 1.0300 | Amt: 6.18 | Step: 360.0 | Date: 20210222
Code: AKG4 | Rate: 2.9000 | Amt: 17.4 | Step: 360.0 | Date: 20250101
Code: AKG4 | Rate: 2.7733 | Amt: 16.64 | Step: 360.0 | Date: 20240101
Code: AKG4 | Rate: 2.6033 | Amt: 15.62 | Step: 360.0 | Date: 20230101
Code: AKG4 | Rate: 2.5150 | Amt: 15.09 | Step: 360.0 | Date: 20220101
Code: AKG4 | Rate: 2.4350 | Amt: 14.61 | Step: 360.0 | Date: 20210101
Code: AKG4 | Rate: 2.3667 | Amt: 14.2 | Step: 360.0 | Date: 20200101
Code: AKG4 | Rate: 2.2883 | Amt: 13.73 | Step: 360.0 | Date: 20190101
Code: AKG4 | Rate: 2.6600 | Amt: 13.3 | Step: 300.0 | Date: 20180101
Code: AKG3 | Rate: 2.6600 | Amt: 15.96 | Step: 360.0 | Date: 20250101
Code: AKG3 | Rate: 2.5550 | Amt: 15.33 | Step: 360.0 | Date: 20240101
Code: AKG3 | Rate: 2.3983 | Amt: 14.39 | Step: 360.0 | Date: 20230101
Code: AKG3 | Rate: 2.3167 | Amt: 13.9 | Step: 360.0 | Date: 20220101
Code: AKG3 | Rate: 2.2433 | Amt: 13.46 | Step: 360.0 | Date: 20210101
Code: AKG3 | Rate: 2.1800 | Amt: 13.08 | Step: 360.0 | Date: 20200101
Code: AKG3 | Rate: 2.1067 | Amt: 12.64 | Step: 360.0 | Date: 20190101
Code: AKG3 | Rate: 2.4500 | Amt: 12.25 | Step: 300.0 | Date: 20180101
Code: AKG2 | Rate: 1.4000 | Amt: 7.0 | Step: 300.0 | Date: 20250101
Code: AKG2 | Rate: 1.3380 | Amt: 6.69 | Step: 300.0 | Date: 20240101
Code: AKG2 | Rate: 1.2560 | Amt: 6.28 | Step: 300.0 | Date: 20230101
Code: AKG2 | Rate: 1.2140 | Amt: 6.07 | Step: 300.0 | Date: 20220101
Code: AKG2 | Rate: 1.1760 | Amt: 5.88 | Step: 300.0 | Date: 20210101
Code: AKG2 | Rate: 1.1420 | Amt: 5.71 | Step: 300.0 | Date: 20200101
Code: AKG2 | Rate: 1.1040 | Amt: 5.52 | Step: 300.0 | Date: 20190101
Code: AKG2 | Rate: 1.3350 | Amt: 5.34 | Step: 240.0 | Date: 20180101
Code: AKG2 | Rate: 1.3125 | Amt: 5.25 | Step: 240.0 | Date: 20170808
Code: AKG1 | Rate: 1.6700 | Amt: 8.35 | Step: 300.0 | Date: 20240101
Code: AKG1 | Rate: 1.5680 | Amt: 7.84 | Step: 300.0 | Date: 20230101
Code: AKG1 | Rate: 1.5160 | Amt: 7.58 | Step: 300.0 | Date: 20220101
Code: AKG1 | Rate: 1.4680 | Amt: 7.34 | Step: 300.0 | Date: 20210101
Code: AKG1 | Rate: 1.4260 | Amt: 7.13 | Step: 300.0 | Date: 20200101
Code: AKG1 | Rate: 1.3780 | Amt: 6.89 | Step: 300.0 | Date: 20190101
Code: AKG1 | Rate: 1.6700 | Amt: 6.68 | Step: 240.0 | Date: 20180101
Code: AKG1 | Rate: 1.6400 | Amt: 6.56 | Step: 240.0 | Date: 20170808
